id,on_street,cross_street,routes,routes_total,boardings,alightings,month_beginning,daytype,location
10896,74TH STREET,PEORIA,75,1,10.8,48.7,10/1/12,Weekday,"(41.75976556, -87.64661481)"
16128,FOREST GLEN GARAGE,TRAINROOM,85,1,1.1,48.7,10/1/12,Weekday,"(41.98326779, -87.76425852)"
11445,PETERSON,KIMBALL,84,1,149.2,48.6,10/1/12,Weekday,"(41.99020581, -87.71415477)"
2180,KING DRIVE,2800 SOUTH,3,1,97.4,48.6,10/1/12,Weekday,"(41.84335000, -87.61713000)"
10832,71ST STREET,DANTE,71,1,90.3,48.6,10/1/12,Weekday,"(41.76617300, -87.58926500)"
10533,GARFIELD,ABERDEEN,55,1,83.4,48.6,10/1/12,Weekday,"(41.79379136, -87.65203356)"
3719,HALSTED,116TH STREET (south leg),"8A,108",2,35.5,48.6,10/1/12,Weekday,"(41.68299913, -87.64221458)"
15266,63RD STREET,KOSTNER,63,1,28.6,48.6,10/1/12,Weekday,"(41.77848535, -87.73214155)"
3850,LARAMIE,VAN BUREN,57,1,10.8,48.6,10/1/12,Weekday,"(41.87492500, -87.75492600)"
11096,DIVERSEY,MARMORA,76,1,10.5,48.6,10/1/12,Weekday,"(41.93124419, -87.77335796)"
15319,ROGERS,PAULINA,"147,151",2,0.8,48.6,10/1/12,Weekday,"(42.01732880, -87.67269458)"
9268,BELMONT,KARLOV,77,1,90.6,48.5,10/1/12,Weekday,"(41.93889696, -87.72971142)"
3058,KEDZIE,24TH STREET,52,1,80,48.5,10/1/12,Weekday,"(41.84828519, -87.70522659)"
865,NORTH AVENUE,LOCKWOOD,72,1,63.4,48.5,10/1/12,Weekday,"(41.90941500, -87.75819900)"
10210,CICERO,ROSCOE,54,1,48.1,48.5,10/1/12,Weekday,"(41.94254789, -87.74707491)"
9646,AUSTIN,DICKENS,91,1,20,48.5,10/1/12,Weekday,"(41.91781300, -87.77543800)"
11945,93RD STREET,ESSEX,"N5,95E",2,14.9,48.5,10/1/12,Weekday,"(41.72623300, -87.56335600)"
11402,MONTROSE,KNOX,78,1,14.2,48.5,10/1/12,Weekday,"(41.96079207, -87.74508458)"
15907,WENTWORTH,51ST STREET,51,1,5.9,48.5,10/1/12,Weekday,"(41.80224111, -87.63066600)"
4433,ARCHER,35TH STREET/HOYNE,"35,50,62",3,124.4,48.4,10/1/12,Weekday,"(41.83016309, -87.67784979)"
15805,DIVISION,KEELER,70,1,110.9,48.4,10/1/12,Weekday,"(41.90252041, -87.73100621)"
12522,ADDISON,FRANCISCO,152,1,83.3,48.4,10/1/12,Weekday,"(41.94659314, -87.70054336)"
6055,ASHLAND,21ST STREET,9,1,64.4,48.4,10/1/12,Weekday,"(41.85424441, -87.66618498)"
8401,WESTERN,CHARLESTON (south leg),49,1,52.5,48.4,10/1/12,Weekday,"(41.91978679, -87.68735325)"
2377,STATE,13TH STREET,"29,62,129",3,42.2,48.4,10/1/12,Weekday,"(41.86563457, -87.62755336)"
13077,59TH STREET,CALIFORNIA,59,1,36.8,48.4,10/1/12,Weekday,"(41.78647997, -87.69345606)"
14604,63RD STREET,LAWNDALE,63,1,27.5,48.4,10/1/12,Weekday,"(41.77869370, -87.71524272)"
9758,MILWAUKEE,AUSTIN,56A,1,14.8,48.4,10/1/12,Weekday,"(41.98692474, -87.77784614)"
9556,AUSTIN,LAWRENCE,91,1,62.9,48.3,10/1/12,Weekday,"(41.96743333, -87.77734769)"
2645,79TH STREET,PRINCETON,"8A,24,79",3,45.9,48.3,10/1/12,Weekday,"(41.75087500, -87.63184800)"
12929,PULASKI,56TH STREET,53A,1,44.3,48.3,10/1/12,Weekday,"(41.79129140, -87.72291460)"
4519,ARCHER,LECLAIRE,"62,62H",2,17.7,48.3,10/1/12,Weekday,"(41.79769850, -87.75007772)"
1672,WESTERN,ARDMORE,49B,1,15.1,48.3,10/1/12,Weekday,"(41.98687587, -87.68946124)"
5168,RACINE,GARFIELD,44,1,147.9,48.2,10/1/12,Weekday,"(41.79338523, -87.65494194)"
16012,KEDZIE,25TH STREET,52,1,56.4,48.2,10/1/12,Weekday,"(41.84650703, -87.70502253)"
9167,51ST STREET,DAMEN,51,1,52.7,48.2,10/1/12,Weekday,"(41.80114588, -87.67463458)"
3044,KEDZIE,POLK,52,1,23.7,48.2,10/1/12,Weekday,"(41.87104100, -87.70589300)"
5887,HALSTED,58TH STREET,8,1,22.3,48.2,10/1/12,Weekday,"(41.78876540, -87.64491964)"
2852,115TH STREET,NORMAL,111,1,18.6,48.2,10/1/12,Weekday,"(41.68524823, -87.63479451)"
6071,ASHLAND,38TH STREET,9,1,10,48.2,10/1/12,Weekday,"(41.82511947, -87.66555193)"
7558,MICHIGAN,124TH STREET,34,1,5.8,48.2,10/1/12,Weekday,"(41.66902974, -87.62028530)"
919,NORTH AVENUE,NORTH PARK,72,1,3.5,48.2,10/1/12,Weekday,"(41.91102809, -87.63679062)"
15215,MILWAUKEE,CENTRAL PARK,56,1,107,48.1,10/1/12,Weekday,"(41.93475823, -87.71688531)"
4718,JACKSON,HOYNE,126,1,73.8,48.1,10/1/12,Weekday,"(41.87754398, -87.67882217)"
2045,DIVISION,LARRABEE,70,1,64.8,48.1,10/1/12,Weekday,"(41.90378370, -87.64350510)"
15709,HARLEM,LEMOYNE,"90,307,318",3,30.6,48.1,10/1/12,Weekday,"(41.90694096, -87.80547641)"
2650,79TH STREET,LOWE,"8A,79",2,24.2,48.1,10/1/12,Weekday,"(41.75075641, -87.64028376)"
10957,75TH STREET,CRANDON,"N5,75",2,7.3,48.1,10/1/12,Weekday,"(41.75889800, -87.56893200)"
4280,CALIFORNIA,54TH STREET,94,1,3.5,48.1,10/1/12,Weekday,"(41.79558492, -87.69392578)"
9457,87TH STREET,BURNHAM,87,1,138.9,48,10/1/12,Weekday,"(41.73738500, -87.55610700)"
9307,BELMONT,RAVENSWOOD,77,1,29.5,48,10/1/12,Weekday,"(41.93969064, -87.67376925)"
5731,IRVING PARK,MEADE,80,1,25.6,48,10/1/12,Weekday,"(41.95305248, -87.77910555)"
1390,LINCOLN,SCHOOL/MARSHFIELD,11,1,21.4,48,10/1/12,Weekday,"(41.94157364, -87.67010072)"
9464,87TH STREET,CLYDE,"15,87",2,103.3,47.9,10/1/12,Weekday,"(41.73716161, -87.57312597)"
11339,MONTROSE,SPAULDING,78,1,53.7,47.9,10/1/12,Weekday,"(41.96110000, -87.71080400)"
6772,18TH STREET,PEORIA (east leg),18,1,22,47.9,10/1/12,Weekday,"(41.85798216, -87.64840276)"
15672,GRAND,DESPLAINES,65,1,17.6,47.9,10/1/12,Weekday,"(41.89130045, -87.64467028)"
6290,CLARK,POLK,24,1,14.3,47.9,10/1/12,Weekday,"(41.87209100, -87.63052500)"
2892,111TH STREET,KING DRIVE,111,1,3.5,47.9,10/1/12,Weekday,"(41.69266529, -87.61350284)"
15556,PULASKI,15TH STREET,53,1,145.2,47.8,10/1/12,Weekday,"(41.86090456, -87.72493401)"
8841,DAMEN,FULLERTON,50,1,136.5,47.8,10/1/12,Weekday,"(41.92485748, -87.67797665)"
6936,CERMAK,PAULINA,21,1,71.8,47.8,10/1/12,Weekday,"(41.85222600, -87.66858900)"
808,GRAND,DIVISION,65,1,68.6,47.8,10/1/12,Weekday,"(41.90262083, -87.71729954)"
15742,WESTERN,45TH STREET,49,1,66.8,47.8,10/1/12,Weekday,"(41.81230287, -87.68443091)"
528,CHICAGO,KEELER,66,1,58.4,47.8,10/1/12,Weekday,"(41.89518019, -87.73103742)"
17058,WESTERN,23RD STREET,49,1,52.3,47.8,10/1/12,Weekday,"(41.84993794, -87.68570189)"
15479,CICERO,ROSCOE,54,1,41.6,47.8,10/1/12,Weekday,"(41.94266090, -87.74685287)"
11058,DIVERSEY,OAKLEY,76,1,16.8,47.8,10/1/12,Weekday,"(41.93228970, -87.68533623)"
4535,ARCHER,NATCHEZ,"62,62H",2,7.8,47.8,10/1/12,Weekday,"(41.79238301, -87.78414461)"
3219,63RD STREET,ST. LAWRENCE,63,1,128,47.7,10/1/12,Weekday,"(41.78038712, -87.61071262)"
16043,ASHLAND,CONGRESS,"9,126",2,58.4,47.7,10/1/12,Weekday,"(41.87527646, -87.66678108)"
4837,FOSTER,LECLAIRE,92,1,28.6,47.7,10/1/12,Weekday,"(41.97531581, -87.75515101)"
2861,115TH STREET,LOOMIS,111,1,10.4,47.7,10/1/12,Weekday,"(41.68494586, -87.65654919)"
10262,CICERO,19TH STREET,54,1,8.6,47.7,10/1/12,Weekday,"(41.85486729, -87.74445339)"
12609,ADDISON,MELVINA,152,1,7.9,47.7,10/1/12,Weekday,"(41.94575459, -87.78122829)"
11040,DIVERSEY,CLARK/BROADWAY,76,1,779.1,47.6,10/1/12,Weekday,"(41.93284886, -87.64532045)"
9686,LAWRENCE,CENTRAL,"81W,91",2,129.7,47.6,10/1/12,Weekday,"(41.96785479, -87.76732129)"
1981,DIVISION,LAMON,70,1,73.3,47.6,10/1/12,Weekday,"(41.90228800, -87.74848400)"
17418,KEDZIE,HARRISON,52,1,40.3,47.6,10/1/12,Weekday,"(41.87353973, -87.70600177)"
5185,RACINE,71ST STREET,44,1,31.4,47.6,10/1/12,Weekday,"(41.76515565, -87.65420765)"
744,GRAND,FRANKLIN,65,1,27.3,47.6,10/1/12,Weekday,"(41.89150738, -87.63563348)"
4282,CALIFORNIA,56TH STREET,94,1,26.5,47.6,10/1/12,Weekday,"(41.79190134, -87.69384559)"
3701,HALSTED,98TH STREET,"8A,108",2,20.9,47.6,10/1/12,Weekday,"(41.71606800, -87.64319300)"
1075,SHERIDAN,OAKDALE,"134,143,151,156",4,698.8,47.5,10/1/12,Weekday,"(41.93538253, -87.63946533)"
1084,STOCKTON,ARMITAGE,"151,156",2,329.2,47.5,10/1/12,Weekday,"(41.91879483, -87.63463317)"
2591,COTTAGE GROVE,88TH STREET,4,1,21,47.5,10/1/12,Weekday,"(41.73494200, -87.60487300)"
11753,NARRAGANSETT,BARRY,86,1,15.6,47.5,10/1/12,Weekday,"(41.93639900, -87.78579100)"
1280,FULLERTON,MELVINA,74,1,4.3,47.5,10/1/12,Weekday,"(41.92381730, -87.78055023)"
17523,MONTROSE,NARRAGANSETT,78,1,593.8,47.4,10/1/12,Weekday,"(41.96015160, -87.78700171)"
2169,KING DRIVE,33RD STREET,3,1,185.9,47.4,10/1/12,Weekday,"(41.83494990, -87.61693354)"
6924,CERMAK,MARSHALL BOULEVARD,21,1,70.8,47.4,10/1/12,Weekday,"(41.85178507, -87.69876324)"
403,MADISON,KENTON (west leg),20,1,52.4,47.4,10/1/12,Weekday,"(41.88047500, -87.74070500)"
15512,STATE,53RD STREET,29,1,41.6,47.4,10/1/12,Weekday,"(41.79839203, -87.62568320)"
15280,PULASKI,MAYPOLE(south leg),53,1,31.9,47.4,10/1/12,Weekday,"(41.88393580, -87.72566717)"
15295,CHICAGO,KOSTNER,66,1,21.5,47.4,10/1/12,Weekday,"(41.89525723, -87.73623546)"
17246,LAWRENCE,OAKLEY,81,1,20,47.4,10/1/12,Weekday,"(41.96872976, -87.68671146)"
12873,PULASKI,86TH STREET,53A,1,9.8,47.4,10/1/12,Weekday,"(41.73677464, -87.72167210)"
10363,CICERO,72ND STREET,54B,1,5.5,47.4,10/1/12,Weekday,"(41.76211342, -87.74205415)"
11104,DIVERSEY,NORMANDY,76,1,4.3,47.4,10/1/12,Weekday,"(41.93096636, -87.79288246)"
14642,73RD STREET,EXCHANGE,71,1,126.9,47.3,10/1/12,Weekday,"(41.76271740, -87.56385018)"
8320,WESTERN,66TH STREET,49,1,80.6,47.3,10/1/12,Weekday,"(41.77368800, -87.68337700)"
5563,MILWAUKEE,WISNER,56,1,76.9,47.3,10/1/12,Weekday,"(41.93337526, -87.71428417)"
4156,CALIFORNIA,56TH STREET,94,1,34.4,47.3,10/1/12,Weekday,"(41.79178945, -87.69357273)"
5158,47TH STREET,ABERDEEN,"44,47",2,18.3,47.3,10/1/12,Weekday,"(41.80882129, -87.65283263)"
3559,DEMPSTER,NILES CENTER,"54A,97",2,12.9,47.3,10/1/12,Weekday,"(42.04085460, -87.74808726)"
4710,PULASKI,MARQUETTE RD,53A,1,166.5,47.2,10/1/12,Weekday,"(41.77125208, -87.72242686)"
2204,KING DRIVE,37TH STREET,3,1,82.8,47.2,10/1/12,Weekday,"(41.82740376, -87.61717809)"
798,GRAND,CHICAGO,65,1,69.8,47.2,10/1/12,Weekday,"(41.89539181, -87.69907004)"
17043,EWING,INDIANAPOLIS,"26,30",2,9.1,47.2,10/1/12,Weekday,"(41.71257313, -87.53536680)"
4138,ARMITAGE,LECLAIRE/GRAND,73,1,1,47.2,10/1/12,Weekday,"(41.91690557, -87.75327908)"
7112,STONY ISLAND,83RD STREET,"28,X28",2,114.1,47.1,10/1/12,Weekday,"(41.74413978, -87.58525531)"
4402,ARCHER,CICERO,"62,62H",2,63,47.1,10/1/12,Weekday,"(41.79847859, -87.74319684)"
2508,COTTAGE GROVE,50TH STREET,4,1,39.3,47.1,10/1/12,Weekday,"(41.80393800, -87.60634000)"
11149,KIMBALL,BELDEN,82,1,23.7,47.1,10/1/12,Weekday,"(41.92291500, -87.71211400)"
4821,FOSTER,ST. LOUIS,92,1,15.3,47.1,10/1/12,Weekday,"(41.97573606, -87.71588493)"
4278,CALIFORNIA,52ND STREET,94,1,10,47.1,10/1/12,Weekday,"(41.79924300, -87.69390500)"
14820,63RD STREET,DORCHESTER,63,1,287.4,47,10/1/12,Weekday,"(41.78063816, -87.59162021)"
7026,S. SHORE DRIVE,76TH STREET,"N5,6,26,71",4,193,47,10/1/12,Weekday,"(41.75902500, -87.55554097)"
3750,LAWRENCE,SACRAMENTO,81,1,113.2,47,10/1/12,Weekday,"(41.96843198, -87.70371655)"
6342,RACINE,13TH STREET,60,1,54,47,10/1/12,Weekday,"(41.86513300, -87.65655800)"
6941,CERMAK,RACINE,21,1,34.5,47,10/1/12,Weekday,"(41.85239841, -87.65645556)"
17152,CLARK,18TH STREET,24,1,5,47,10/1/12,Weekday,"(41.85760487, -87.63032760)"
2226,KING DRIVE,58TH STREET,3,1,51.1,46.9,10/1/12,Weekday,"(41.78919883, -87.61585296)"
6478,LASALLE,PERSHING,"24,39",2,44.3,46.9,10/1/12,Weekday,"(41.82395209, -87.62956820)"
6875,CERMAK,MARSHALL BOULEVARD,21,1,32.2,46.9,10/1/12,Weekday,"(41.85192989, -87.69893069)"
778,GRAND,ABERDEEN,65,1,9.8,46.9,10/1/12,Weekday,"(41.89119057, -87.65449965)"
11581,CENTRAL,WEST END,85,1,91.1,46.8,10/1/12,Weekday,"(41.88411170, -87.76489569)"
6248,ASHLAND,CHESTNUT,9,1,85.2,46.8,10/1/12,Weekday,"(41.89781086, -87.66720952)"
7122,STONY ISLAND,74TH STREET,"28,X28",2,52.9,46.8,10/1/12,Weekday,"(41.76048300, -87.58567200)"
1957,CLARK,ARTHUR,22,1,52,46.8,10/1/12,Weekday,"(42.00069516, -87.67142525)"
1645,E HYDE PARK,DORCHESTER,"2,15",2,51.3,46.8,10/1/12,Weekday,"(41.80236778, -87.59163448)"
12405,111TH STREET,HALE (west leg),112,1,29.9,46.8,10/1/12,Weekday,"(41.69185400, -87.67079600)"
12241,106TH STREET,EWING,100,1,17.7,46.8,10/1/12,Weekday,"(41.70266904, -87.53543003)"
2866,115TH STREET,VINCENNES,111,1,14.1,46.8,10/1/12,Weekday,"(41.68477517, -87.66736845)"
4979,LASALLE,ILLINOIS,156,1,90.1,46.7,10/1/12,Weekday,"(41.89069427, -87.63241243)"
7734,PERSHING,KING DRIVE,39,1,32.3,46.7,10/1/12,Weekday,"(41.82376837, -87.61653684)"
11532,CENTRAL,GRACE,85,1,25.4,46.7,10/1/12,Weekday,"(41.94960400, -87.76694500)"
15552,PULASKI,CARROLL,53,1,13.5,46.7,10/1/12,Weekday,"(41.88691585, -87.72594158)"
9294,LAKE SHR.DR.W.,WELLINGTON,77,1,1.5,46.7,10/1/12,Weekday,"(41.93669290, -87.63693608)"
9462,87TH STREET,SOUTH CHICAGO,87,1,199,46.6,10/1/12,Weekday,"(41.73725316, -87.56642826)"
12352,VINCENNES,104TH STREET,"9,112",2,77.7,46.6,10/1/12,Weekday,"(41.70504411, -87.65678798)"
15233,MILWAUKEE,LEAVITT,56,1,74.6,46.6,10/1/12,Weekday,"(41.91329647, -87.68209335)"
218,HARRISON,OAKLEY,7,1,13.9,46.6,10/1/12,Weekday,"(41.87398752, -87.68358895)"
12602,ADDISON,LINDER,152,1,6.2,46.6,10/1/12,Weekday,"(41.94593366, -87.76422928)"
9357,BELMONT,ORANGE (79TH AVENUE),77,1,3,46.6,10/1/12,Weekday,"(41.93789066, -87.82374345)"
14127,KEDZIE,ORANGE LINE STATION,52,1,540.9,46.5,10/1/12,Weekday,"(41.80486820, -87.70435671)"
11767,HARLEM,LELAND,90,1,75,46.5,10/1/12,Weekday,"(41.96556149, -87.80727059)"
4838,FOSTER,LARAMIE,92,1,41.2,46.5,10/1/12,Weekday,"(41.97526400, -87.75766800)"
1173,SHERIDAN,4225 NORTH,151,1,31.8,46.5,10/1/12,Weekday,"(41.95915866, -87.65458848)"
17543,43RD STREET,STATE,43,1,30.5,46.5,10/1/12,Weekday,"(41.81656530, -87.62650960)"
11399,MONTROSE,KOSTNER,78,1,23.6,46.5,10/1/12,Weekday,"(41.96087986, -87.73830616)"
8336,WESTERN,50TH STREET,"49,94",2,14.1,46.5,10/1/12,Weekday,"(41.80290544, -87.68417124)"
12436,119TH STREET,BELL,119,1,1.2,46.5,10/1/12,Weekday,"(41.67731122, -87.67681591)"
2755,79TH STREET,LAFLIN (east leg),79,1,189.3,46.4,10/1/12,Weekday,"(41.75031859, -87.66105300)"
9265,BELMONT,KOSTNER,77,1,138.7,46.4,10/1/12,Weekday,"(41.93889163, -87.73714468)"
6763,18TH STREET,ASHLAND,18,1,76.7,46.4,10/1/12,Weekday,"(41.85771319, -87.66632913)"
10288,CICERO,VAN BUREN,54,1,58.8,46.4,10/1/12,Weekday,"(41.87487600, -87.74499900)"
1260,FULLERTON,TRIPP,74,1,22.8,46.4,10/1/12,Weekday,"(41.92452754, -87.73280797)"
4187,CALIFORNIA,23RD STREET,94,1,19.2,46.4,10/1/12,Weekday,"(41.84998700, -87.69531400)"
4179,CALIFORNIA,31ST STREET,94,1,11,46.4,10/1/12,Weekday,"(41.83730852, -87.69493167)"
8414,WESTERN,SCHOOL,49,1,24.6,46.3,10/1/12,Weekday,"(41.94115708, -87.68791277)"
6495,WENTWORTH,26TH STREET,24,1,20,46.3,10/1/12,Weekday,"(41.84588000, -87.63201500)"
3279,63RD STREET,KILPATRICK,63,1,14.1,46.3,10/1/12,Weekday,"(41.77852406, -87.73969845)"
17510,HALSTED,79TH STREET,"8,169",2,1373,46.2,10/1/12,Weekday,"(41.75082778, -87.64394788)"
769,GRAND,FRANKLIN,65,1,137.7,46.2,10/1/12,Weekday,"(41.89166494, -87.63546111)"
11259,KIMBALL,DICKENS,82,1,87.6,46.2,10/1/12,Weekday,"(41.91908400, -87.71185400)"
17108,63RD STREET,ST. LOUIS,63,1,38.2,46.2,10/1/12,Weekday,"(41.77878102, -87.71010177)"
15469,STATE,45TH STREET,29,1,33.9,46.2,10/1/12,Weekday,"(41.81329764, -87.62607385)"
15009,WACKER (upper),ORLEANS/FRANKLIN,"122,123,125",3,23.8,46.2,10/1/12,Weekday,"(41.88687602, -87.63554025)"
5729,IRVING PARK,MARMORA,80,1,11.9,46.2,10/1/12,Weekday,"(41.95319059, -87.77424121)"
7561,MICHIGAN,126TH STREET,34,1,9.3,46.2,10/1/12,Weekday,"(41.66450900, -87.62007800)"
7491,26TH STREET,KING DRIVE,21,1,5.4,46.2,10/1/12,Weekday,"(41.84578438, -87.61786950)"
12427,119TH STREET,RACINE,119,1,4.4,46.2,10/1/12,Weekday,"(41.67773871, -87.65148280)"
12573,ADDISON,TALMAN,152,1,74.7,46.1,10/1/12,Weekday,"(41.94676400, -87.69479282)"
14432,CLARK,GRACE,22,1,61.2,46.1,10/1/12,Weekday,"(41.95090892, -87.65960134)"
12167,103RD STREET,STATE,103,1,40.7,46.1,10/1/12,Weekday,"(41.70723410, -87.62338394)"
1671,WESTERN,HOLLYWOOD,49B,1,18.3,46.1,10/1/12,Weekday,"(41.98497887, -87.68938024)"
2166,KING DRIVE,3600 SOUTH,3,1,13.4,46.1,10/1/12,Weekday,"(41.82919999, -87.61700791)"
996,NORTH AVENUE,NATOMA,72,1,9.6,46.1,10/1/12,Weekday,"(41.90913930, -87.79097193)"
7494,26TH STREET,INDIANA,21,1,6.9,46.1,10/1/12,Weekday,"(41.84571655, -87.62213249)"
990,NORTH AVENUE,MERRIMAC,72,1,6,46.1,10/1/12,Weekday,"(41.90927935, -87.78156320)"
12491,ADDISON,AUSTIN,152,1,185.7,46,10/1/12,Weekday,"(41.94571000, -87.77625300)"
1326,FULLERTON,ALBANY,74,1,49.3,46,10/1/12,Weekday,"(41.92468000, -87.70474600)"
10310,CICERO,WABANSIA,54,1,37.3,46,10/1/12,Weekday,"(41.91138247, -87.74577821)"
5212,JEFFERY,70TH STREET,"N5,15",2,16.3,46,10/1/12,Weekday,"(41.76789782, -87.57639550)"
11092,DIVERSEY,LINDER,76,1,10.7,46,10/1/12,Weekday,"(41.93137197, -87.76369628)"
9898,NORTHWEST HWY,RAVEN,68,1,9.5,46,10/1/12,Weekday,"(41.99230362, -87.79886836)"
11883,CALIFORNIA,ARDMORE,93,1,7.3,46,10/1/12,Weekday,"(41.98683000, -87.69934500)"
1851,CLARK,ELM,22,1,148.1,45.9,10/1/12,Weekday,"(41.90324400, -87.63150200)"
274,ROOSEVELT,SPRINGFIELD,12,1,118,45.9,10/1/12,Weekday,"(41.86611509, -87.72282126)"
3026,KEDZIE,OHIO,52,1,83.1,45.9,10/1/12,Weekday,"(41.89205631, -87.70652731)"
1475,LINCOLN,IRVING PARK/DAMEN,11,1,53.4,45.9,10/1/12,Weekday,"(41.95399917, -87.67857588)"
6867,CERMAK,HOYNE,21,1,48.5,45.9,10/1/12,Weekday,"(41.85221452, -87.67807976)"
6205,ASHLAND,PERSHING,9,1,43.4,45.9,10/1/12,Weekday,"(41.82342621, -87.66526481)"
8359,WESTERN,23RD STREET,49,1,33.5,45.9,10/1/12,Weekday,"(41.85012300, -87.68551200)"
2550,COTTAGE GROVE,48TH STREET,4,1,27.9,45.9,10/1/12,Weekday,"(41.80785200, -87.60659500)"
7094,TORRENCE,106TH STREET,71,1,2.6,45.9,10/1/12,Weekday,"(41.70284711, -87.55970672)"
5489,MILWAUKEE,DIVISION,56,1,153.1,45.8,10/1/12,Weekday,"(41.90353400, -87.66688600)"
880,NORTH AVENUE,HAMLIN,72,1,110.3,45.8,10/1/12,Weekday,"(41.90988000, -87.72176300)"
5371,DIVISION,STATE,36,1,63.5,45.8,10/1/12,Weekday,"(41.90387512, -87.62874921)"
1660,STONY ISLAND,61ST STREET,"6,15,28,X28",4,62.9,45.8,10/1/12,Weekday,"(41.78390377, -87.58663386)"
15353,HALSTED,CANALPORT,"8,N62",2,61.3,45.8,10/1/12,Weekday,"(41.85446241, -87.64663323)"
8055,43RD STREET,KING DRIVE,43,1,59.1,45.8,10/1/12,Weekday,"(41.81655277, -87.61635294)"
64,JACKSON,HALSTED,126,1,42,45.8,10/1/12,Weekday,"(41.87788980, -87.64696658)"
15306,CERMAK,LEAVITT,21,1,37.6,45.8,10/1/12,Weekday,"(41.85215974, -87.68115347)"
2235,KING DRIVE,MARQUETTE RD,3,1,21.2,45.8,10/1/12,Weekday,"(41.77304916, -87.61554562)"
15337,GRAND,MENARD,65,1,9.9,45.8,10/1/12,Weekday,"(41.91975665, -87.77091308)"
3713,HALSTED,110TH STREET,"8A,108",2,8.8,45.8,10/1/12,Weekday,"(41.69432700, -87.64253500)"
10534,GARFIELD,MORGAN,55,1,108.8,45.7,10/1/12,Weekday,"(41.79382631, -87.64960953)"
4397,ARCHER,LARAMIE,"62,62H",2,84,45.7,10/1/12,Weekday,"(41.79708219, -87.75284268)"
3266,63RD STREET,ST. LOUIS,63,1,58.1,45.7,10/1/12,Weekday,"(41.77889200, -87.71013300)"
6025,ASHLAND,THOMAS,9,1,44.3,45.7,10/1/12,Weekday,"(41.90149100, -87.66751400)"
2211,KING DRIVE,44TH STREET,3,1,26.4,45.7,10/1/12,Weekday,"(41.81470626, -87.61685402)"
915,NORTH AVENUE,ORCHARD,72,1,24.8,45.7,10/1/12,Weekday,"(41.91090304, -87.64593024)"
11094,DIVERSEY,MAJOR,76,1,20.5,45.7,10/1/12,Weekday,"(41.93137095, -87.76859830)"
11048,DIVERSEY,LAKEWOOD,76,1,19.6,45.7,10/1/12,Weekday,"(41.93259631, -87.66095422)"
94,VAN BUREN,THROOP,126,1,14.9,45.7,10/1/12,Weekday,"(41.87652937, -87.65932106)"
376,ROOSEVELT,50TH AVENUE,12,1,6.7,45.7,10/1/12,Weekday,"(41.86590245, -87.74946275)"
1170,SHERIDAN,IRVING PARK,151,1,326,45.6,10/1/12,Weekday,"(41.95464582, -87.65447745)"
15289,GRAND,ORLEANS,"33,65",2,85.7,45.6,10/1/12,Weekday,"(41.89161771, -87.63735259)"
485,MADISON,CENTRAL PARK,20,1,67.1,45.6,10/1/12,Weekday,"(41.88092565, -87.71581962)"
6090,ASHLAND,56TH STREET,9,1,63.9,45.5,10/1/12,Weekday,"(41.79225591, -87.66469427)"
10084,RHODES,67TH STREET,"N5,67",2,63.7,45.5,10/1/12,Weekday,"(41.77281616, -87.61188278)"
1933,CLARK,CULLOM,22,1,12,45.5,10/1/12,Weekday,"(41.95972803, -87.66514583)"
997,NORTH AVENUE,OAK PARK,72,1,7.7,45.5,10/1/12,Weekday,"(41.90910081, -87.79449775)"
12011,93RD STREET,OGLESBY,"N5,95E",2,146.1,45.4,10/1/12,Weekday,"(41.72626354, -87.56690981)"
3674,HALSTED,83RD STREET,8A,1,57,45.4,10/1/12,Weekday,"(41.74325500, -87.64374700)"
12519,ADDISON,KEDZIE,152,1,42.4,45.4,10/1/12,Weekday,"(41.94656864, -87.70758353)"
9170,51ST STREET,PAULINA,51,1,38.1,45.4,10/1/12,Weekday,"(41.80122600, -87.66726300)"
5312,67TH STREET,BENNETT,"N5,6,15,67",4,51.1,45.3,10/1/12,Weekday,"(41.77349000, -87.57906300)"
8170,47TH STREET,UNION,47,1,48.5,45.3,10/1/12,Weekday,"(41.80883320, -87.64322038)"
9274,BELMONT,ST. LOUIS,77,1,36.9,45.3,10/1/12,Weekday,"(41.93921532, -87.71516327)"
4276,47TH STREET,CALIFORNIA,94,1,22.2,45.3,10/1/12,Weekday,"(41.80821750, -87.69383214)"
17417,KEDZIE,ARTHINGTON,52,1,14.3,45.3,10/1/12,Weekday,"(41.86989206, -87.70587499)"
2262,KING DRIVE,93RD STREET,3,1,6.7,45.3,10/1/12,Weekday,"(41.72542798, -87.61428405)"
1304,FULLERTON,LAVERGNE,74,1,128.2,45.2,10/1/12,Weekday,"(41.92408582, -87.75132598)"
12957,59TH STREET,PULASKI,59,1,117.3,45.2,10/1/12,Weekday,"(41.78586907, -87.72317345)"
4273,CALIFORNIA,44TH STREET,94,1,60.7,45.2,10/1/12,Weekday,"(41.81381600, -87.69443100)"
11586,CENTRAL,OHIO,85,1,54.3,45.2,10/1/12,Weekday,"(41.89100900, -87.76517200)"
14813,MONTROSE,CALIFORNIA,78,1,44.2,45.2,10/1/12,Weekday,"(41.96119475, -87.69801090)"
5696,IRVING PARK,MOZART,80,1,40.7,45.2,10/1/12,Weekday,"(41.95406993, -87.69937745)"
10973,DIVERSEY,NARRAGANSETT,76,1,304.9,45.1,10/1/12,Weekday,"(41.93093480, -87.78582083)"
